course_code,course_title,year,term,optional_group,source_page,source_pages,credits,contact_hours,description,raw_text,parent_course,course_type,generic_lab,search_text,record_id,source_conflicts,summary_metadata
CSE 4229,Digital Forensic,4th Year,2nd Term,Optional-II,16,[16],3.0,3L+0P,"Introduction: Forensic science and digital forensics, Uses of digital forensics in criminal investigations, Civil litigation, Intelligence, Administrative matters, Locard's exchange principle, Organizations of note, Scientific working group on digital evidence, Role of the forensic examiner in the judicial system, Benefits of professional forensics methodology. Collecting Evidence: Crime scenes and collecting evidence, Removable media, Cell phones order of volatility, Documenting the scene, Photography, Notes, Chain of custody, Marking evidence, The cloning process, Forensically clean media, Forensic image formats risks and challenges, Value in discovery, Live system versus dead system, Acquisition concerns, Advantage of live collection, Principles of live collection, Conducting and documenting a live collection, Final report. Anti-Forensics: Hiding data, Early encryption, Algorithms, KeySpace, Some common types of encryption, Password attacks, Brute force attacks, Password reset, Dictionary attack, Steganography, Data destruction, Drive wiping. Windows System Artifacts: Deleted data, Hibernation File (Hiberfile.sys), Sleep, Registry structure, Print spooling, Recycle bin, Metadata, Removing metadata. Thumbnail Cache Most Recently Used (MRU) restore points and shadow copy, Prefetch, Link files, Installed programs. Legal: Copyrighted material, Criminal law—Searches without a warrant, Reasonable expectation of privacy, E-mail, The electronic Communications Privacy Act (ECPA). Network Forensics: Social engineering, Network fundamentals, Network types, Network security tools, Network attacks incident response, Network evidence and investigations. Labs and Tools: Forensic laboratories, Virtual labs, Lab security, Evidence storage policies and procedures, Quality assurance, Tool validation, Documentation, Digital forensic tools, Tool selection, Hardware, Software, Accreditation, Accreditation versus certification.","CSE 4229: Digital Forensic
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: Forensic science and digital forensics, Uses of digital forensics in criminal investigations, Civil litigation, Intelligence,
Administrative matters, Locard's exchange principle, Organizations of note, Scientific working group on digital evidence, Role of the forensic
examiner in the judicial system, Benefits of professional forensics methodology.
Collecting Evidence: Crime scenes and collecting evidence, Removable media, Cell phones order of volatility, Documenting the scene,
Photography, Notes, Chain of custody, Marking evidence, The cloning process, Forensically clean media, Forensic image formats risks and
challenges, Value in discovery, Live system versus dead system, Acquisition concerns, Advantage of live collection, Principles of live collection,
Conducting and documenting a live collection, Final report.
Anti-Forensics: Hiding data, Early encryption, Algorithms, KeySpace, Some common types of encryption, Password attacks, Brute force attacks,
Password reset, Dictionary attack, Steganography, Data destruction, Drive wiping.
Windows System Artifacts: Deleted data, Hibernation File (Hiberfile.sys), Sleep, Registry structure, Print spooling, Recycle bin, Metadata,
Removing metadata. Thumbnail Cache Most Recently Used (MRU) restore points and shadow copy, Prefetch, Link files, Installed programs.
Legal: Copyrighted material, Criminal law—Searches without a warrant, Reasonable expectation of privacy, E-mail, The electronic
Communications Privacy Act (ECPA).
Network Forensics: Social engineering, Network fundamentals, Network types, Network security tools, Network attacks incident response,
Network evidence and investigations.
Labs and Tools: Forensic laboratories, Virtual labs, Lab security, Evidence storage policies and procedures, Quality assurance, Tool validation,
Documentation, Digital forensic tools, Tool selection, Hardware, Software, Accreditation, Accreditation versus certification.",,Theory,False,"CSE 4229 Digital Forensic Digital Forensic Introduction: Forensic science and digital forensics, Uses of digital forensics in criminal investigations, Civil litigation, Intelligence, Administrative matters, Locard's exchange principle, Organizations of note, Scientific working group on digital evidence, Role of the forensic examiner in the judicial system, Benefits of professional forensics methodology. Collecting Evidence: Crime scenes and collecting evidence, Removable media, Cell phones order of volatility, Documenting the scene, Photography, Notes, Chain of custody, Marking evidence, The cloning process, Forensically clean media, Forensic image formats risks and challenges, Value in discovery, Live system versus dead system, Acquisition concerns, Advantage of live collection, Principles of live collection, Conducting and documenting a live collection, Final report. Anti-Forensics: Hiding data, Early encryption, Algorithms, KeySpace, Some common types of encryption, Password attacks, Brute force attacks, Password reset, Dictionary attack, Steganography, Data destruction, Drive wiping. Windows System Artifacts: Deleted data, Hibernation File (Hiberfile.sys), Sleep, Registry structure, Print spooling, Recycle bin, Metadata, Removing metadata. Thumbnail Cache Most Recently Used (MRU) restore points and shadow copy, Prefetch, Link files, Installed programs. Legal: Copyrighted material, Criminal law—Searches without a warrant, Reasonable expectation of privacy, E-mail, The electronic Communications Privacy Act (ECPA). Network Forensics: Social engineering, Network fundamentals, Network types, Network security tools, Network attacks incident response, Network evidence and investigations. Labs and Tools: Forensic laboratories, Virtual labs, Lab security, Evidence storage policies and procedures, Quality assurance, Tool validation, Documentation, Digital forensic tools, Tool selection, Hardware, Software, Accreditation, Accreditation versus certification.",CSE_4229_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4231,Control Systems Engineering,4th Year,2nd Term,Optional-II,16,[16],3.0,3L+0P,"Introduction to control systems, Dynamic systems modeling, Mathematical description of systems: Taxonomy of systems, Linear time invariant systems, Discrete-time systems, Basic elements in control systems – Open and closed loop systems, Block diagram and signal flow graph models, Transfer functions of linear systems, Mason’s gain formula, Reduction of parameter variation and effects of disturbance by using negative feedback, Analysis and synthesis of continuous and sample data linear feedback control systems, Properties and advantages of feedback systems, Time domain and frequency domain performance measures, Stability and degree of stability of linear feedback systems, Frequency response methods and Nyquist stability, Root locus method, Compensation techniques.","CSE 4231: Control Systems Engineering
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction to control systems, Dynamic systems modeling, Mathematical description of systems: Taxonomy of systems, Linear time invariant
systems, Discrete-time systems, Basic elements in control systems – Open and closed loop systems, Block diagram and signal flow graph models,
Transfer functions of linear systems, Mason’s gain formula, Reduction of parameter variation and effects of disturbance by using negative
feedback, Analysis and synthesis of continuous and sample data linear feedback control systems, Properties and advantages of feedback systems,
Time domain and frequency domain performance measures, Stability and degree of stability of linear feedback systems, Frequency response
methods and Nyquist stability, Root locus method, Compensation techniques.",,Theory,False,"CSE 4231 Control Systems Engineering Control Systems Engineering Introduction to control systems, Dynamic systems modeling, Mathematical description of systems: Taxonomy of systems, Linear time invariant systems, Discrete-time systems, Basic elements in control systems – Open and closed loop systems, Block diagram and signal flow graph models, Transfer functions of linear systems, Mason’s gain formula, Reduction of parameter variation and effects of disturbance by using negative feedback, Analysis and synthesis of continuous and sample data linear feedback control systems, Properties and advantages of feedback systems, Time domain and frequency domain performance measures, Stability and degree of stability of linear feedback systems, Frequency response methods and Nyquist stability, Root locus method, Compensation techniques.",CSE_4231_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4233,Robotics,4th Year,2nd Term,Optional-II,16,[16],3.0,3L+0P,"Introduction: History, Definitions, Robotic systems design, Applications. Coordinate Systems: Cartesian coordinates, Degrees of freedom, Reference frames, Orientation, Bi-dimensional and tridimensional transformation matrices, Relative and general transformations, Homogeneous transformations, Inverse transformations, Graphs. Robots Systems and Structures: Robot architectures, Technical concepts of robotics, Actuation. Robot Kinematics (Position): Joints, Members, Reference frames, Amatrices, Direct and inverse kinematics, Trigonometric solution, Precision, Efficiency/complexity of kinematic solutions. Robot Kinematics (Velocity and Acceleration): Derivatives, Velocity and acceleration of rigid bodies, Differential movement, Jacobian, Singularities. Sensors and Perception: Internal and external sensors, Sensors hierarchy, Interfaces, Data fusion, Classification, Localization, Machine vision, Applications. Control: Classical approaches for robot control, Feedback loops, Position and force control, Compliance, Fuzzy logic control. Task and Path Planning: Action-level planning, Modeling, Motion planning in R-space and C-space, Path tracking. Different Types of Robots: Legged robots and Zero Momentum Point (ZMP), Humanoid robots, Middle sized and small sized soccer robots.","CSE 4233: Robotics
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: History, Definitions, Robotic systems design, Applications.
Coordinate Systems: Cartesian coordinates, Degrees of freedom, Reference frames, Orientation, Bi-dimensional and tridimensional
transformation matrices, Relative and general transformations, Homogeneous transformations, Inverse transformations, Graphs.
Robots Systems and Structures: Robot architectures, Technical concepts of robotics, Actuation.
Robot Kinematics (Position): Joints, Members, Reference frames, Amatrices, Direct and inverse kinematics, Trigonometric solution, Precision,
Efficiency/complexity of kinematic solutions.
Robot Kinematics (Velocity and Acceleration):  Derivatives, Velocity and acceleration of rigid bodies, Differential movement, Jacobian, Singularities.
Sensors and Perception: Internal and external sensors, Sensors hierarchy, Interfaces, Data fusion, Classification, Localization, Machine vision, Applications.
Control: Classical approaches for robot control, Feedback loops, Position and force control, Compliance, Fuzzy logic control.
Task and Path Planning: Action-level planning, Modeling, Motion planning in R-space and C-space, Path tracking.
Different Types of Robots: Legged robots and Zero Momentum Point (ZMP), Humanoid robots, Middle sized and small sized soccer robots.",,Theory,False,"CSE 4233 Robotics Robotics Introduction: History, Definitions, Robotic systems design, Applications. Coordinate Systems: Cartesian coordinates, Degrees of freedom, Reference frames, Orientation, Bi-dimensional and tridimensional transformation matrices, Relative and general transformations, Homogeneous transformations, Inverse transformations, Graphs. Robots Systems and Structures: Robot architectures, Technical concepts of robotics, Actuation. Robot Kinematics (Position): Joints, Members, Reference frames, Amatrices, Direct and inverse kinematics, Trigonometric solution, Precision, Efficiency/complexity of kinematic solutions. Robot Kinematics (Velocity and Acceleration): Derivatives, Velocity and acceleration of rigid bodies, Differential movement, Jacobian, Singularities. Sensors and Perception: Internal and external sensors, Sensors hierarchy, Interfaces, Data fusion, Classification, Localization, Machine vision, Applications. Control: Classical approaches for robot control, Feedback loops, Position and force control, Compliance, Fuzzy logic control. Task and Path Planning: Action-level planning, Modeling, Motion planning in R-space and C-space, Path tracking. Different Types of Robots: Legged robots and Zero Momentum Point (ZMP), Humanoid robots, Middle sized and small sized soccer robots.",CSE_4233_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4235,Multimedia Technology,4th Year,2nd Term,Optional-II,16,[16],3.0,3L+0P,"Fundamentals: Media and data streams, Sound/audio, Image, Graphics, Video and animation, Color science and color models. Data Compression: Coding requirements, Source, Entropy and hybrid coding, Lossless and lossy compression, JPEG, H.261, MPEG, MP3 and etc. Computer Technology Issues: Communication architecture, Multimedia workstations, Cache systems, Storage systems and optical storage. Multimedia OS: Real-time operation, Resource management, Process management, File systems and multimedia networking. Multimedia Synchronization: Presentation requirements, Reference model and synchronization techniques. Multimedia Database: Data organization, Indexing and retrieval. Web Technologies Issues: Elements of web styling, Usability, Accessibility and information architecture, Content Management Systems (CMS). Multimedia Applications: Digital libraries, System software, Toolkits, Conferencing paradigms, Structured interaction support and examples from video/audio/graphics conferencing.","CSE 4235: Multimedia Technology
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Fundamentals: Media and data streams, Sound/audio, Image, Graphics, Video and animation, Color science and color models.
Data Compression: Coding requirements, Source, Entropy and hybrid coding, Lossless and lossy compression, JPEG, H.261, MPEG, MP3 and etc.
Computer Technology Issues: Communication architecture, Multimedia workstations, Cache systems, Storage systems and optical storage.
Multimedia OS: Real-time operation, Resource management, Process management, File systems and multimedia networking.
Multimedia Synchronization: Presentation requirements, Reference model and synchronization techniques.
Multimedia Database: Data organization, Indexing and retrieval.
Web Technologies Issues: Elements of web styling, Usability, Accessibility and information architecture, Content Management Systems (CMS).
Multimedia Applications: Digital libraries, System software, Toolkits, Conferencing paradigms, Structured interaction support and examples
from video/audio/graphics conferencing.",,Theory,False,"CSE 4235 Multimedia Technology Multimedia Technology Fundamentals: Media and data streams, Sound/audio, Image, Graphics, Video and animation, Color science and color models. Data Compression: Coding requirements, Source, Entropy and hybrid coding, Lossless and lossy compression, JPEG, H.261, MPEG, MP3 and etc. Computer Technology Issues: Communication architecture, Multimedia workstations, Cache systems, Storage systems and optical storage. Multimedia OS: Real-time operation, Resource management, Process management, File systems and multimedia networking. Multimedia Synchronization: Presentation requirements, Reference model and synchronization techniques. Multimedia Database: Data organization, Indexing and retrieval. Web Technologies Issues: Elements of web styling, Usability, Accessibility and information architecture, Content Management Systems (CMS). Multimedia Applications: Digital libraries, System software, Toolkits, Conferencing paradigms, Structured interaction support and examples from video/audio/graphics conferencing.",CSE_4235_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4237,Computational Geometry,4th Year,2nd Term,Optional-II,16,[16],3.0,3L+0P,"Historical perspective, Algorithmic background, Geometric preliminaries, Models of computation, Geometric searching, Point location problem and range searching problems, Divide and conquer, Amortization, Multi-dimensional search, Space sweep, Polygon triangulation, Intersection and union of rectangles. Proximity, Closest pair problem, Duality and randomization, Voronoi and Delaunay diagrams, Arrangements of lines and points, Geometry of rectangles, Hidden surface removal, Art gallery theorems, Shortest paths, and lower-bounds, Convex hulls: 2D & 3D proximity, Facility location and linear programming, Mobility of objects in space.","CSE 4237: Computational Geometry
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Historical perspective, Algorithmic background, Geometric preliminaries, Models of computation, Geometric searching, Point location problem and range
searching problems, Divide and conquer, Amortization, Multi-dimensional search, Space sweep, Polygon triangulation, Intersection and union of rectangles.
Proximity, Closest pair problem, Duality and randomization, Voronoi and Delaunay diagrams, Arrangements of lines and points, Geometry of
rectangles, Hidden surface removal, Art gallery theorems, Shortest paths, and lower-bounds, Convex hulls: 2D & 3D proximity, Facility location
and linear programming, Mobility of objects in space.",,Theory,False,"CSE 4237 Computational Geometry Computational Geometry Historical perspective, Algorithmic background, Geometric preliminaries, Models of computation, Geometric searching, Point location problem and range searching problems, Divide and conquer, Amortization, Multi-dimensional search, Space sweep, Polygon triangulation, Intersection and union of rectangles. Proximity, Closest pair problem, Duality and randomization, Voronoi and Delaunay diagrams, Arrangements of lines and points, Geometry of rectangles, Hidden surface removal, Art gallery theorems, Shortest paths, and lower-bounds, Convex hulls: 2D & 3D proximity, Facility location and linear programming, Mobility of objects in space.",CSE_4237_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4239,Data Mining,4th Year,2nd Term,Optional-II,16,"[16, 17]",3.0,3L+0P,"Introduction: Kinds of data and patterns to be mined, Basic statistical description of data. Data Preprocessing: Data objects and attributes, Data similarity and dissimilarity, Data cleaning, Data integration, Data reduction, Data transformation and discretization. Data Warehousing: Data warehouse modeling, Design issue, Implementation and usage, Data mining, Associations, Correlations, Mining methods, Pattern evaluation. Data Classification: Decision tree induction, Classification methods, Evaluation and selection of classification, Classification accuracy. Cluster Analysis: Partitioning, Hierarchy, Density and grid based clustering methods, Evaluation of clustering methods, Cluster quality. Outlier Detection: Outlier detection methods, Statistical approaches, Proximity based approaches, Clustering and classification based approaches.","CSE 4239: Data Mining
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: Kinds of data and patterns to be mined, Basic statistical description of data.
Data Preprocessing: Data objects and attributes, Data similarity and dissimilarity, Data cleaning, Data integration, Data reduction, Data
transformation and discretization.
Data Warehousing: Data warehouse modeling, Design issue, Implementation and usage, Data mining, Associations, Correlations, Mining
methods, Pattern evaluation.
Data Classification: Decision tree induction, Classification methods, Evaluation and selection of classification, Classification accuracy.
Cluster Analysis: Partitioning, Hierarchy, Density and grid based clustering methods, Evaluation of clustering methods, Cluster quality.
Outlier Detection: Outlier detection methods, Statistical approaches, Proximity based approaches, Clustering and classification based approaches.",,Theory,False,"CSE 4239 Data Mining Data Mining Introduction: Kinds of data and patterns to be mined, Basic statistical description of data. Data Preprocessing: Data objects and attributes, Data similarity and dissimilarity, Data cleaning, Data integration, Data reduction, Data transformation and discretization. Data Warehousing: Data warehouse modeling, Design issue, Implementation and usage, Data mining, Associations, Correlations, Mining methods, Pattern evaluation. Data Classification: Decision tree induction, Classification methods, Evaluation and selection of classification, Classification accuracy. Cluster Analysis: Partitioning, Hierarchy, Density and grid based clustering methods, Evaluation of clustering methods, Cluster quality. Outlier Detection: Outlier detection methods, Statistical approaches, Proximity based approaches, Clustering and classification based approaches.",CSE_4239_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4241,Biomedical Engineering,4th Year,2nd Term,Optional-II,17,[17],3.0,3L+0P,"Bioelectric Phenomena and Biosignals: Cell membrane, Resting potential, Action potential. ECG, EEG, EMG, EOG and ERG: Origin, Characteristics and applications in medical diagnosis. Physiological Measurement: Electrode: Working principle, Equivalent circuit and classifications. Transducers: Characteristics, Classifications and applications. Measurements: Body temperature, Blood pressure and heart rates. Biosignal Processing: Instrumentation amplifiers, Signal conditioner, A/D and D/A converter, Computerized automatic analysis, Bio-telemetry. Diagnostic Methods: Ultrasound, X-ray, CT, and MRI techniques: Principles, Merits, Demerits and applications, Applications of Laser and Optics in Diagnosis. Biomedical Equipment: Surgical diathermy machines, Defibrillators, Pacemakers, Ventilators, Prosthesis and Prosthetic devices, ICU and CCU. Electrical Safety: Physiological effects of electricity, Susceptibility parameters, Electrical shock hazards in safety aspects of biomedical instrumentation and good grounding concepts.","CSE 4241: Biomedical Engineering
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Bioelectric Phenomena and Biosignals: Cell membrane, Resting potential, Action potential.
ECG, EEG, EMG, EOG and ERG: Origin, Characteristics and applications in medical diagnosis.
Physiological Measurement: Electrode: Working principle, Equivalent circuit and classifications.
Transducers: Characteristics, Classifications and applications.
Measurements: Body temperature, Blood pressure and heart rates.
Biosignal Processing: Instrumentation amplifiers, Signal conditioner, A/D and D/A converter, Computerized automatic analysis, Bio-telemetry.
Diagnostic Methods: Ultrasound, X-ray, CT, and MRI techniques: Principles, Merits, Demerits and applications, Applications of Laser and Optics
in Diagnosis.
Biomedical Equipment: Surgical diathermy machines, Defibrillators, Pacemakers, Ventilators, Prosthesis and Prosthetic devices, ICU and CCU.
Electrical Safety: Physiological effects of electricity, Susceptibility parameters, Electrical shock hazards in safety aspects of biomedical
instrumentation and good grounding concepts.",,Theory,False,"CSE 4241 Biomedical Engineering Biomedical Engineering Bioelectric Phenomena and Biosignals: Cell membrane, Resting potential, Action potential. ECG, EEG, EMG, EOG and ERG: Origin, Characteristics and applications in medical diagnosis. Physiological Measurement: Electrode: Working principle, Equivalent circuit and classifications. Transducers: Characteristics, Classifications and applications. Measurements: Body temperature, Blood pressure and heart rates. Biosignal Processing: Instrumentation amplifiers, Signal conditioner, A/D and D/A converter, Computerized automatic analysis, Bio-telemetry. Diagnostic Methods: Ultrasound, X-ray, CT, and MRI techniques: Principles, Merits, Demerits and applications, Applications of Laser and Optics in Diagnosis. Biomedical Equipment: Surgical diathermy machines, Defibrillators, Pacemakers, Ventilators, Prosthesis and Prosthetic devices, ICU and CCU. Electrical Safety: Physiological effects of electricity, Susceptibility parameters, Electrical shock hazards in safety aspects of biomedical instrumentation and good grounding concepts.",CSE_4241_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4243,Parallel and Distributed Processing,4th Year,2nd Term,Optional-II,17,[17],3.0,3L+0P,"Motivation for Parallelism: Parallel computing, Speed up, Moore's law, Grand challenge problems, Trends, The status and future of massively parallel processing. Parallel and Distributed Computers: Flynn's taxonomy, Distributed memory multicomputer, Shared memory multiprocessors, Networks of workstations, Cluster and grid computing, PRAMs, Interconnection networks. Performance Measures: Granularity, Speed up, Efficiency, Cost, Amdahl's law, Gustafson's law, Isoefficiency, Optical computing, Quantum computing. Interconnection Networks: Interconnection networks for inter-processor communication, Permutation routing, Non uniform routing, Deadlock free routing and multicasting, Mapping and Embedding. Distributed Processing: Distributed models and systems, Real time distributed systems. Applications: Sorting, Searching, Matrix algorithms, Fourier transform, Finding the maximum, Image processing.","CSE 4243: Parallel and Distributed Processing
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Motivation for Parallelism: Parallel computing, Speed up, Moore's law, Grand challenge problems, Trends, The status and future of massively
parallel processing.
Parallel and Distributed Computers: Flynn's taxonomy, Distributed memory multicomputer, Shared memory multiprocessors, Networks of
workstations, Cluster and grid computing, PRAMs, Interconnection networks.
Performance Measures: Granularity, Speed up, Efficiency, Cost, Amdahl's law, Gustafson's law, Isoefficiency, Optical computing, Quantum
computing.
Interconnection Networks: Interconnection networks for inter-processor communication, Permutation routing, Non uniform routing, Deadlock
free routing and multicasting, Mapping and Embedding.
Distributed Processing: Distributed models and systems, Real time distributed systems.
Applications: Sorting, Searching, Matrix algorithms, Fourier transform, Finding the maximum, Image processing.",,Theory,False,"CSE 4243 Parallel and Distributed Processing Parallel and Distributed Processing Motivation for Parallelism: Parallel computing, Speed up, Moore's law, Grand challenge problems, Trends, The status and future of massively parallel processing. Parallel and Distributed Computers: Flynn's taxonomy, Distributed memory multicomputer, Shared memory multiprocessors, Networks of workstations, Cluster and grid computing, PRAMs, Interconnection networks. Performance Measures: Granularity, Speed up, Efficiency, Cost, Amdahl's law, Gustafson's law, Isoefficiency, Optical computing, Quantum computing. Interconnection Networks: Interconnection networks for inter-processor communication, Permutation routing, Non uniform routing, Deadlock free routing and multicasting, Mapping and Embedding. Distributed Processing: Distributed models and systems, Real time distributed systems. Applications: Sorting, Searching, Matrix algorithms, Fourier transform, Finding the maximum, Image processing.",CSE_4243_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4245,Principles of Programming Languages,4th Year,2nd Term,Optional-II,17,[17],3.0,3L+0T+0P,"Specification of Programming Languages: Syntax, semantics: operational semantics, denotational semantics, axiomatic semantics and attribute grammars. Issues in Language Design: Names, scope, and binding, types, control flow, subroutines and control abstraction, modules, mutation, laziness, polymorphism, objects, classes and inheritance in object-oriented languages. Programming Language Paradigms: Data abstraction and object oriented, programming, Non-imperative paradigms: Functional languages, Logic programming, Dynamic and scripting languages, Concurrent programming. Runtime Management: Runtime structure and operating environment, Practical and implementation issues in run-time systems and environment. Concurrency: Subprogram-level concurrency, semaphores, monitors, message passing, statement-level concurrency. Exception Handling: Design issues, evaluation of exception handling in C++ and Java.","CSE 4245 Principles of Programming Languages
Credits: 3.0
Contact Hours: 3L+0T+0P Hrs/Week
Specification of Programming Languages: Syntax, semantics: operational semantics, denotational semantics, axiomatic semantics and attribute
grammars.
Issues in Language Design: Names, scope, and binding, types, control flow, subroutines and control abstraction, modules, mutation, laziness,
polymorphism, objects, classes and inheritance in object-oriented languages.
Programming Language Paradigms: Data abstraction and object oriented, programming, Non-imperative paradigms: Functional languages,
Logic programming, Dynamic and scripting languages, Concurrent programming.
Runtime Management: Runtime structure and operating environment,  Practical and implementation issues in run-time systems and environment.
Concurrency: Subprogram-level concurrency, semaphores, monitors, message passing, statement-level concurrency.
Exception Handling: Design issues, evaluation of exception handling in C++ and Java.",,Theory,False,"CSE 4245 Principles of Programming Languages Principles of Programming Languages Specification of Programming Languages: Syntax, semantics: operational semantics, denotational semantics, axiomatic semantics and attribute grammars. Issues in Language Design: Names, scope, and binding, types, control flow, subroutines and control abstraction, modules, mutation, laziness, polymorphism, objects, classes and inheritance in object-oriented languages. Programming Language Paradigms: Data abstraction and object oriented, programming, Non-imperative paradigms: Functional languages, Logic programming, Dynamic and scripting languages, Concurrent programming. Runtime Management: Runtime structure and operating environment, Practical and implementation issues in run-time systems and environment. Concurrency: Subprogram-level concurrency, semaphores, monitors, message passing, statement-level concurrency. Exception Handling: Design issues, evaluation of exception handling in C++ and Java.",CSE_4245_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
CSE 4247,Graph Theory,4th Year,2nd Term,Optional-II,17,[17],3.0,3L+0P,"Graphs: Simple graphs, Digraphs, Subgraphs and complements, Vertex-degrees, Walks, Paths, Cycles and distance, Connectedness and components of a graph, Random graphs, Bridges and Blocks, Isomorphism and 2-isomorphism. Matrices of a Graph: Incidence matrix, Cut matrix, Circuit matrix, Orthogonality relation. Traversability: Eulerian graphs, Hamiltonian graphs, Chinese postman problem, Traveling salesman problem. Graph Coloring: Vertex coloring and chromatic number, Chromatic polynomials, Edge coloring and chromatic index, Four-color problem, Vizing’s theorem, Planar graphs. Graph Applications: Matching, Covering and packing, Flow networks. Trees: Trees, Spanning trees, k-trees, Spanning k-trees, Forests.","CSE 4247: Graph Theory
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Graphs: Simple graphs, Digraphs, Subgraphs and complements, Vertex-degrees, Walks, Paths, Cycles and distance, Connectedness and
components of a graph, Random graphs, Bridges and Blocks, Isomorphism and 2-isomorphism.
Matrices of a Graph: Incidence matrix, Cut matrix, Circuit matrix, Orthogonality relation.
Traversability: Eulerian graphs, Hamiltonian graphs, Chinese postman problem, Traveling salesman problem.
Graph Coloring: Vertex coloring and chromatic number, Chromatic polynomials, Edge coloring and chromatic index, Four-color problem,
Vizing’s theorem, Planar graphs.
Graph Applications: Matching, Covering and packing, Flow networks.
Trees: Trees, Spanning trees, k-trees, Spanning k-trees, Forests.",,Theory,False,"CSE 4247 Graph Theory Graph Theory Graphs: Simple graphs, Digraphs, Subgraphs and complements, Vertex-degrees, Walks, Paths, Cycles and distance, Connectedness and components of a graph, Random graphs, Bridges and Blocks, Isomorphism and 2-isomorphism. Matrices of a Graph: Incidence matrix, Cut matrix, Circuit matrix, Orthogonality relation. Traversability: Eulerian graphs, Hamiltonian graphs, Chinese postman problem, Traveling salesman problem. Graph Coloring: Vertex coloring and chromatic number, Chromatic polynomials, Edge coloring and chromatic index, Four-color problem, Vizing’s theorem, Planar graphs. Graph Applications: Matching, Covering and packing, Flow networks. Trees: Trees, Spanning trees, k-trees, Spanning k-trees, Forests.",CSE_4247_4th Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 14}"
